,sentence.id,sentence.id,wpm,wpm,lev.distance,lev.distance,gaze.shift,gaze.shift,bs,bs,immediate.bs,immediate.bs,delayed.bs,delayed.bs,gaze.keyboard.ratio,gaze.keyboard.ratio,fix.count,fix.count,finger.travel,finger.travel,iki,iki,correct.error,correct.error,uncorrected.error,uncorrected.error,fix.duration,fix.duration
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
agent.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,38,21.794494717703365,31.71901364873919,10.486200394128602,3.56,6.684471719003839,6.173333333333333,2.2201371599540893,5.586666666666667,7.465403689838362,0.56,0.7752941900214919,1.1466666666666667,0.968327247193663,0.6392333092443503,0.15585162028367963,36.18666666666667,15.729721680441271,83.23252671647307,30.686073932349053,248.7054366527177,4.900364804330242,0.6133333333333333,0.4902656018530776,0.28,0.45202248210053037,85.86559594404825,35.624055445733454
9,38,21.794494717703365,35.407284452721775,10.227720873785433,1.92,4.840035738085614,6.1066666666666665,2.334079674717195,4.56,9.539731992382517,0.6266666666666667,0.7492939619678257,0.7866666666666666,0.8897818337725892,0.6730018637074878,0.12886478557675388,35.36,19.942918542680754,86.15795674250712,25.964239497625258,251.25968388536435,21.69690429668637,0.6,0.4931969619160719,0.17333333333333334,0.38108427575173615,77.81133149981528,34.72975396880377
10,38,21.794494717703365,32.419611452288564,12.760894043780159,2.92,6.281160161385233,6.013333333333334,2.501314969486365,4.613333333333333,7.057473197110133,0.5333333333333333,0.7039144092114434,1.08,1.3432514002688867,0.678002732603372,0.1456965465713353,34.24,15.354231743478163,85.73580241186744,34.02079608913936,251.81019188723633,33.73866238901554,0.64,0.4832323597540975,0.22666666666666666,0.4214945523463591,81.19802158233509,40.51133032363081
11,38,21.794494717703365,30.389061393814178,12.692703082983472,3.506666666666667,6.510642707787648,6.44,2.595422165316505,6.506666666666667,9.340949273673063,0.49333333333333335,0.7600379317229224,1.3333333333333333,1.166344871965561,0.6267277613317229,0.15979588602555964,38.0,19.2325737199131,85.44074920156028,34.40387328497496,252.9759893694551,30.574004616995552,0.6,0.49319696191607176,0.29333333333333333,0.45835585530250406,91.48949914372206,45.40604471691143
12,38,21.794494717703365,30.555393184543252,13.837668886802538,3.1333333333333333,6.479350429015394,6.453333333333333,3.7173564180394028,7.626666666666667,14.260864358525126,0.4266666666666667,0.5966875531096958,1.24,1.5320009879327845,0.6298036082183223,0.16549353677525255,40.333333333333336,30.959578412754514,83.83086824022122,34.976894932236725,258.94188849368226,55.01634408063577,0.5466666666666666,0.5011698027327376,0.25333333333333335,0.4378489599299188,95.18172238943964,60.22144870191566
13,38,21.794494717703365,33.724197446390896,10.0586448282262,2.36,5.493583480703598,6.1466666666666665,2.1541495677785147,4.573333333333333,5.754371624494962,0.5466666666666666,0.7405865705428829,1.04,0.9647853703341539,0.6524155728845878,0.12246162815420357,35.17333333333333,13.355202785485565,85.9723253124485,30.88848465959503,251.26558444426556,21.51401519858354,0.5333333333333333,0.5022472023339226,0.22666666666666666,0.421494552346359,82.4172333641133,32.175864773806744
14,38,21.794494717703365,31.52767828301138,13.100390274470392,3.1466666666666665,6.719663226224502,6.333333333333333,3.1250225224413604,6.1066666666666665,9.665448820458412,0.6,0.8853156407653622,1.0933333333333333,1.2100182412443805,0.6409156523972677,0.16227571441935418,38.093333333333334,23.797100285160415,85.02895235279112,33.29037768226066,251.7385602180635,34.37464735441719,0.56,0.49972965664419966,0.21333333333333335,0.4124197983730778,86.12318377297655,43.119995104820525
15,38,21.794494717703365,33.02365798339452,12.013563859815882,3.76,9.089405772507753,6.306666666666667,3.026787313545741,5.573333333333333,10.064888572755384,0.6133333333333333,0.8035955237342759,1.12,1.4608401877187156,0.6500100524051193,0.15230196480937602,37.18666666666667,23.891473845757663,82.94361507984493,33.27076565047261,251.14187429848616,21.547374035694695,0.56,0.4997296566441997,0.22666666666666666,0.421494552346359,82.93492665482096,38.41291325508106
16,38,21.794494717703365,32.81718637844023,11.304927860898772,2.933333333333333,5.6909917753751325,5.946666666666666,2.4708753965397,5.213333333333333,7.157104452510396,0.5866666666666667,0.8069517774756874,1.0266666666666666,1.1267428941642144,0.6390792601779093,0.15328387574963478,35.54666666666667,16.44589272090109,83.52323086353483,30.317372459186124,251.54023818882877,21.602010891479928,0.52,0.5029641865709457,0.26666666666666666,0.44519456218399406,86.25001377549765,38.10450221365794
17,38,21.794494717703365,33.12757322977425,10.614116333669143,2.6,5.95705350710286,6.16,2.382594543088848,4.573333333333333,6.056431322186388,0.56,0.7752941900214918,1.1066666666666667,1.2365310384333301,0.6467192764919811,0.15281151797217699,34.72,14.144581619446692,86.40075508444306,31.856272762874678,251.14954381981573,21.58186238486655,0.6,0.4931969619160718,0.21333333333333335,0.41241979837307763,81.51718527141901,33.04247768473658
18,38,21.794494717703365,33.4836297274597,11.23087275528828,2.6266666666666665,5.736967212107177,6.386666666666667,2.6092006300642976,6.013333333333334,11.752507878807885,0.5733333333333334,0.738393679025779,1.1733333333333333,1.2233464662868716,0.6652031091329189,0.14439412920050904,37.76,22.918681156339385,85.72794850003461,32.58595723957601,247.22985793971824,16.023682697812845,0.5733333333333334,0.4979236165597368,0.21333333333333335,0.4124197983730777,79.33159304180096,34.54847405442801
19,38,21.794494717703365,31.806328852438117,10.854417656309835,3.6133333333333333,6.438678169979965,6.493333333333333,3.024107343535482,6.133333333333334,11.889506312726374,0.64,0.7993240387470647,1.0933333333333333,1.042000847296088,0.6481675282389007,0.14714869363562802,37.68,26.425397284083004,84.24594192000772,31.864241667649214,250.72153183222505,21.703983337945477,0.64,0.48323235975409734,0.28,0.4520224821005304,83.71383789869066,36.263041287715396
20,38,21.794494717703365,31.199630821952518,11.274170324471939,3.026666666666667,7.239108003385822,6.84,2.927225418147473,5.6,6.305295929356271,0.56,0.6625095613792445,1.24,1.160614934862992,0.6392000529100429,0.13997525921417633,38.4,17.777149012904935,89.39168721499527,33.852257665571706,250.8030854655158,21.98304048171363,0.6533333333333333,0.47911329510831735,0.22666666666666666,0.421494552346359,86.52095495189536,36.11319734586353
21,38,21.794494717703365,33.56696576644525,10.709542325145655,1.72,4.5189092202146,6.306666666666667,2.498504056935374,4.96,7.688953114696435,0.5733333333333334,0.7383936790257791,1.0933333333333333,1.164489603232264,0.6598606744889092,0.1527534856557889,36.626666666666665,17.436970147589513,89.86537695153051,31.0662892870716,252.39611316685424,23.396646279746307,0.6266666666666667,0.48694672923957205,0.21333333333333335,0.4124197983730777,82.48079288275085,37.437540558871824
22,38,21.794494717703365,30.008284013264845,11.952648426362286,3.8933333333333335,6.624225264916675,6.293333333333333,2.9989788051725,5.52,8.025904007346158,0.6133333333333333,0.7692279972230027,1.28,1.1804717334665467,0.6259061253891712,0.1643499192993842,35.44,19.782083075622015,83.00322848088875,35.36416593041912,250.3863910520492,28.536308954391494,0.5466666666666666,0.5011698027327377,0.3333333333333333,0.4745789978762494,87.1666276553047,38.93795769234897
23,38,21.794494717703365,33.46745175682308,10.259207634473123,2.3733333333333335,5.456890841647619,6.306666666666667,2.059738459737673,4.1066666666666665,4.596042167300427,0.5466666666666666,0.6836573611008568,1.0266666666666666,1.026320287889377,0.6628001593875671,0.13253981342007054,34.32,10.981753909049269,85.61700313679808,28.70279110475206,251.6697311528846,21.54211602224079,0.6,0.4931969619160718,0.21333333333333335,0.4124197983730778,81.17892208952208,34.044300473181266
24,38,21.794494717703365,31.556802356634076,12.968881494787643,4.253333333333333,10.204786017240032,6.666666666666667,3.588018098320279,7.16,13.014586411387013,0.49333333333333335,0.7948029389173845,1.2533333333333334,1.295452893083418,0.6108723092407032,0.17678668442628695,41.18666666666667,29.28411308677931,86.04562818097222,36.613448593255505,252.41097344956646,24.318436240442228,0.48,0.5029641865709457,0.26666666666666666,0.445194562183994,91.9724560770784,42.99398116375419
25,38,21.794494717703365,31.750823932362437,11.740815711184936,2.8666666666666667,5.317826555960553,6.693333333333333,3.1364178798618525,7.48,13.925826677387903,0.6533333333333333,0.8136227516373802,1.2933333333333332,1.312860847006873,0.6491141443917781,0.15714515743006843,40.93333333333333,28.1853581565751,88.96420957562158,32.053228787256266,252.9685943890996,34.98285173761834,0.56,0.4997296566441997,0.29333333333333333,0.45835585530250406,86.24890121361652,46.5793587037922
26,38,21.794494717703365,34.432895592549215,10.499875743883939,2.3733333333333335,5.237013109235674,6.093333333333334,2.52111801311165,4.1866666666666665,6.176882213048414,0.5333333333333333,0.6644105970267493,1.0266666666666666,1.196541562885181,0.667433507058445,0.1321675081465071,34.57333333333333,16.918064336705335,84.73523539192243,32.43913697810716,254.91774032121276,46.85276716831603,0.5866666666666667,0.49574768357075133,0.24,0.429959143250687,80.55268804474835,50.570470455945994
27,38,21.794494717703365,33.174866406429686,11.366446007992032,2.6933333333333334,5.972851492792614,6.24,2.6652924386985726,5.56,9.49002321074825,0.4666666666666667,0.6224045206996712,1.2,1.4612101611798132,0.6447279640217731,0.15663343525069554,36.72,20.191354853273488,84.93132752301759,32.78899869738269,254.17959647528394,46.5360037043882,0.5733333333333334,0.49792361655973694,0.22666666666666666,0.4214945523463591,87.53956285359658,54.07703950445571
28,38,21.794494717703365,31.739006209041417,11.47047410839291,2.6933333333333334,6.071584977923321,6.533333333333333,2.8585260487130717,5.746666666666667,8.548894876158181,0.4266666666666667,0.738393679025779,1.2133333333333334,1.1542323216113177,0.6254330559962507,0.15703308702224497,37.946666666666665,20.86694873596879,86.61379358126722,31.723896347815938,252.31618645554389,24.20692491017401,0.5866666666666667,0.4957476835707513,0.24,0.4299591432506872,87.15178175881998,36.66629064199654
29,38,21.794494717703365,32.408482104959376,11.55387745907664,2.6,5.957053507102859,6.4,2.746004468412341,5.253333333333333,7.5553691904236935,0.64,0.7822351896277052,1.1866666666666668,1.34258054600926,0.6612122951534896,0.1431050262836374,36.45333333333333,17.344126923507527,87.21442265432195,33.00573610827492,248.48799695254473,15.430126647107114,0.64,0.48323235975409756,0.21333333333333335,0.4124197983730778,80.28296273332035,34.479200066238874
30,38,21.794494717703365,27.291220188490893,13.345061745683475,4.333333333333333,7.271442351684694,6.88,3.7088644725408444,9.08,14.455673159230134,0.64,0.7285676432636923,1.52,1.5277611246703635,0.5951364479410456,0.18710264578655805,42.49333333333333,32.13921294943311,85.92921668721856,42.48338725848144,251.65559377072094,24.03992962925253,0.6,0.49319696191607193,0.32,0.46961744062645344,95.9137485701047,44.19686840373486
31,38,21.794494717703365,30.91514283990348,11.926897347687694,3.493333333333333,6.664495141831488,6.1466666666666665,3.0786682507535934,5.8533333333333335,9.090674362244002,0.5466666666666666,0.6836573611008568,1.28,1.2898774297520614,0.6414815768853747,0.1571361770785251,36.28,21.28859610975614,82.21214526091644,32.75541687282227,258.60444015185055,74.63757576885827,0.5733333333333334,0.4979236165597369,0.29333333333333333,0.4583558553025041,91.92540060498789,75.23373432038956
32,38,21.794494717703365,33.398198641205774,11.772018592302734,2.76,6.360435137247698,5.68,2.175788145489826,4.653333333333333,7.77816301062274,0.64,0.76476458133524,0.9866666666666667,1.046142635788454,0.6807122386834302,0.14843082658282558,34.22666666666667,16.219418902955475,84.27646685254746,30.624788137329627,248.65119276186806,7.385392831949534,0.6,0.4931969619160718,0.18666666666666668,0.3922676049253544,75.00814688211068,35.276481882100605
33,38,21.794494717703365,32.91817075789636,12.301825673119726,3.2666666666666666,6.599208251718499,5.906666666666666,2.343324811282288,5.36,9.724085449945298,0.56,0.6625095613792443,0.9866666666666667,1.0066445913694333,0.6392991932600132,0.15541330694660418,35.666666666666664,19.48133780115017,80.07540370781366,29.342442675483976,250.69977624190972,21.59509202729897,0.5466666666666666,0.5011698027327376,0.22666666666666666,0.4214945523463591,84.69201464198322,37.79582935826717
34,38,21.794494717703365,30.10388050062136,11.562453976991414,3.8,7.103482206598357,6.573333333333333,2.761576778998967,5.706666666666667,7.455767463411696,0.6133333333333333,0.8682591052640185,1.44,1.3480716959039298,0.6332657928558418,0.16285945776584346,36.25333333333333,18.639607156669236,86.98738826543547,39.45031759668371,252.31663985512313,24.834825923820507,0.5866666666666667,0.4957476835707514,0.30666666666666664,0.46421492381815505,87.27182878591748,37.43377960262047
35,38,21.794494717703365,32.71161555181782,11.85594995740927,2.7466666666666666,5.916292971322711,6.426666666666667,2.666981963342233,5.493333333333333,9.275619500449396,0.5733333333333334,0.7564735634853688,1.1333333333333333,1.255618005834807,0.6556637449534864,0.14149811019217629,36.77333333333333,20.006467422779533,88.45871626634376,32.23649209984411,257.1640248903883,51.758760033606976,0.5866666666666667,0.4957476835707514,0.24,0.42995914325068707,87.47249769998035,54.07241912505638
36,38,21.794494717703365,34.01210418527782,11.619744756809961,4.226666666666667,9.980485463648053,6.1066666666666665,2.873802139803424,3.88,6.472311087301876,0.6,0.7533708035008839,0.88,1.0261447134653927,0.6734737634916611,0.14396010957227073,33.54666666666667,17.899338152744818,81.81931019935847,33.65239240654367,253.51985549575699,30.56815699951518,0.56,0.49972965664419977,0.29333333333333333,0.4583558553025041,80.5326285734454,38.91743409137295
37,38,21.794494717703365,32.850573002098,11.549011937262224,2.7333333333333334,5.782857549814056,6.08,2.1229759836199342,4.16,4.7874836814343285,0.52,0.6849738602232855,1.0133333333333334,1.0066445913694333,0.6464163787741222,0.14711498139764317,33.81333333333333,10.983640578622392,83.93351838610582,28.143663446179335,256.53635601380245,42.55121046431288,0.5866666666666667,0.4957476835707514,0.26666666666666666,0.44519456218399417,86.73444219706414,46.92697261918861
38,38,21.794494717703365,33.347001620759464,12.2851019679277,3.48,6.656352381524512,5.826666666666667,2.244352271172491,4.266666666666667,6.247882524186579,0.56,0.8736379360142525,0.9066666666666666,1.0157321062719793,0.6585196214498775,0.16435371325673648,33.16,15.515502273881138,81.44922982584895,35.452217071209795,255.254626638955,33.056267100280955,0.5333333333333333,0.5022472023339227,0.24,0.4299591432506872,82.0317760012078,43.38745495157939
39,38,21.794494717703365,29.566306051923384,13.346368334345234,4.373333333333333,7.14856502956936,5.8133333333333335,2.7836070966406994,5.68,8.114318342421756,0.6266666666666667,0.7310365342542151,1.04,1.120328137259408,0.614132877150006,0.19755791546254822,34.42666666666667,19.88695982726297,78.94038345081582,36.88204988550571,256.26372871808167,33.71458112481377,0.5733333333333334,0.49792361655973694,0.3333333333333333,0.47457899787624946,92.15792901135639,48.45157986371035
