episode,mean_reward,sd_reward,min_reward,max_reward,mean_td_error,sd_td_error,min_td_error,max_td_error
150000,3.658803342856747,2.078330040971087,-0.21759839313609602,4.986184489442036,-0.05711665714283953,1.673792744665811,-4.43838432698596,4.8878206172131105
160000,3.6128356198444167,2.103601052517924,-0.21761642741746148,4.986184489442036,-0.17871438015513552,1.6845579020401573,-4.438384326986047,1.156184489442777
170000,3.694804489445598,2.0493031090211824,-0.21761642741746148,4.986184489442036,-0.09574551055391517,1.5927002155176515,-4.428384326986221,1.466184489442754
180000,3.5983089671443667,2.1133869244071213,-0.21761166314262065,4.986184489442036,-0.12587103285512857,1.6677486791142364,-4.428384326986211,4.8878206172131105
190000,3.8089966600150573,1.9690858740778565,-0.21758440679528623,4.986184489442036,-0.02367333998437622,1.561297995497284,-4.438384326986062,4.402413926301763
200000,3.7113973485479,2.038144358729082,-0.2176220101141199,4.986184489442036,-0.14421265145151443,1.683403678978968,-4.448384326985959,4.282447288122592
210000,3.642872574963678,2.083809325725506,-0.21761288068678367,4.986184489442036,-0.17101742503572387,1.6939939846390504,-4.428384326986172,4.8878206172131105
220000,3.61645616814839,2.1023949372401782,-0.2176220101141199,4.986184489442036,-0.1077738318509795,1.6592400748568628,-4.43838432698616,4.82161567301358
230000,3.6012444423953065,2.1119710793332795,-0.21759839313609602,4.986184489442036,-0.09450555760401101,1.6190943451506865,-4.482179382786624,1.0528223344352377
240000,3.7112331553697513,2.0421857367181167,-0.21761288068678367,4.986184489442036,-0.0635268446295454,1.5853421067816045,-4.438384326985976,4.162551772175159
250000,3.8137937745266264,1.9674396927916038,-0.21761288068678367,4.986184489442036,-0.034016225472638266,1.5422257302016795,-4.448384326986135,1.243361537945411
260000,3.6572443454723964,2.0755311676959174,-0.21761642741746148,4.986184489442036,-0.14831565452681192,1.7088347134981512,-4.428384326985826,3.6832344864371356
270000,3.6715949077117536,2.0656898808580144,-0.21761166314262065,4.986184489442036,-0.172235092287437,1.6915830878223383,-4.438384326985781,1.0629586561636604
280000,3.6519193437728568,2.081401345549772,-0.21759839313609602,4.986184489442036,-0.07308065622632216,1.6477406319018122,-4.422179382786228,3.772440503039722
290000,3.588479257053593,2.1197185543300514,-0.21758607369823674,4.986184489442036,-0.16685074294552932,1.7189192119695507,-4.428384326985595,1.3661844894432988
300000,3.8066027989027007,1.969246271282526,-0.21761642741746148,4.986184489442036,-0.08479720109637907,1.6451504622877156,-4.438384326986087,4.82161567301358
310000,3.6222655397784136,2.0987597438617245,-0.21761166314262065,4.986184489442036,-0.08851446022066972,1.574612881496673,-4.458384326985712,1.4732344864384914
320000,3.622273888444065,2.100689710189639,-0.2176220101141199,4.986184489442036,-0.10826611155496495,1.634458955145252,-4.458384326986059,3.5232344864371354
330000,3.6578478289502563,2.078358984964097,-0.21759839313609602,4.986184489442036,-0.09270217104874652,1.6659127921443033,-4.44838432698565,4.837820617213111
340000,3.5575054127877817,2.138446517620062,-0.21761288068678367,4.986184489442036,-0.19178458721120467,1.6979863770326782,-4.448384326986038,1.1861844894435372
350000,3.6219075920754964,2.099867419382584,-0.21761642741746148,4.986184489442036,-0.15019240792344465,1.654927258468903,-4.438384326986029,1.0625462175128249
360000,3.5468301073148365,2.1438457287463906,-0.21761642741746148,4.986184489442036,-0.19347989268409202,1.6880034990017179,-4.428384326986017,1.1424496550628014
370000,3.617119477924141,2.103394746985153,-0.21761642741746148,4.986184489442036,-0.09424052207474154,1.635134950275752,-4.428384326986004,1.1326333757671323
380000,3.77005341113281,1.9984059976202218,-0.21759839313609602,4.986184489442036,-0.01879658886601455,1.556431745557647,-4.432179382786468,3.6125086627104497
390000,3.6957172900956468,2.051566144506413,-0.21761166314262065,4.986184489442036,-0.08271270990316437,1.6113654342676509,-4.438384326985507,3.5725462175113
400000,3.810295491731979,1.970142554990287,-0.2176220101141199,4.986184489442036,0.011095491733207908,1.4984397821032867,-4.41838432698597,1.0925517721769866
410000,3.656063236628684,2.077934833653416,-0.21761288068678367,4.986184489442036,-0.11798676337008998,1.6267908768407215,-4.442179382786129,3.272917047962344
420000,3.7191920477425957,2.0340522195799178,-0.21758607369823674,4.986184489442036,-0.04152795225612114,1.5730189087726751,-4.422179382785691,1.4133615379459545
430000,3.7080068084658833,2.0431496344868822,-0.21759839313609602,4.986184489442036,-0.052833191532783846,1.6388651312613511,-4.438384326985668,3.4025462175112997
440000,3.6527434595485158,2.0796445553242586,-0.21761642741746148,4.986184489442036,-0.12185654045011682,1.6781813798523608,-4.438384326984402,1.3561844894433461
450000,3.648974474890702,2.0836278293117365,-0.21761288068678367,4.986184489442036,-0.0826555251079327,1.6189057145586372,-4.438384326985126,1.3226333757674067
460000,3.749701983312703,2.0166497226387277,-0.21761166314262065,4.986184489442036,-0.025348016685882758,1.5449413125208282,-4.438384326985126,3.406184489442035
470000,3.6958143273749022,2.0524381777578085,-0.21759839313609602,4.986184489442036,-0.0743956726236409,1.6006397913295989,-4.428384326985306,1.3427373638218443
480000,3.696274509672059,2.0518002965735747,-0.21759839313609602,4.986184489442036,-0.08873549032645622,1.6068196395074332,-4.438384326984947,1.4661844894441325
490000,3.6809787170377013,2.060889983192336,-0.21761642741746148,4.986184489442036,-0.11564128296078041,1.6089663450466827,-4.438384326985863,0.9661844894443004
500000,3.6927330435520234,2.0554915498065154,-0.21761288068678367,4.986184489442036,-0.11191695644642306,1.630511545955164,-4.442179382785365,1.1261844894442676
510000,3.677112429701042,2.0629099118870613,-0.21761166314262065,4.986184489442036,-0.12507757029738042,1.662258124082566,-4.4221793827863145,4.8878206172131105
520000,3.6421855326370087,2.088206167697348,-0.21761642741746148,4.986184489442036,-0.0991744673613926,1.6259580168538035,-4.448384326985833,1.0961844894443562
530000,3.7659513941693175,2.0011462108857416,-0.21759089680665833,4.986184489442036,-0.058538605829032,1.6121873932272848,-4.468384326985188,3.4261844894420355
540000,3.6400661689742893,2.087655645251286,-0.2176220101141199,4.986184489442036,-0.13731383102406583,1.636387883388534,-4.428384326985453,1.236184489444474
550000,3.725087462107618,2.0315341805201443,-0.21761642741746148,4.986184489442036,-0.09600253789067573,1.6149862228260872,-4.4283843269839425,1.0861844894443182
560000,3.576316049484435,2.1259918154801714,-0.21761642741746148,4.986184489442036,-0.14278395051385956,1.6829784063960145,-4.448384326984797,4.82161567301358
570000,3.5754057914473045,2.1278757131494395,-0.21761642741746148,4.986184489442036,-0.1484442085509769,1.6412678325911934,-4.432179382785579,4.8878206172131105
580000,3.612252457927598,2.1060200036179695,-0.21759839313609602,4.986184489442036,-0.16601754207064637,1.6736082772149918,-4.438384326985752,4.72161567301358
590000,3.6522093530741797,2.0788791300859515,-0.21758440679528623,4.986184489442036,-0.16892064692398626,1.7091590200462539,-4.432179382786214,1.3225462175137719
600000,3.6264920083298513,2.099623868559087,-0.21761642741746148,4.986184489442036,-0.11028799166833078,1.5993307058844164,-4.452179382785138,1.246184489444781
610000,3.693389734879088,2.055024378985,-0.21761642741746148,4.986184489442036,-0.11505026511901881,1.634741236277432,-4.438384326984644,4.8878206172131105
620000,3.620526313186784,2.097695345028233,-0.21759089680665833,4.986184489442036,-0.1501736868112909,1.6551419427153573,-4.418384326985327,3.1325462175112997
630000,3.676776647298346,2.0645349054416484,-0.21761288068678367,4.986184489442036,-0.12021335269967208,1.611690435233159,-4.428384326985316,1.0061844894449248
640000,3.7038018866939186,2.0450473304067063,-0.21761642741746148,4.986184489442036,-0.025688113304137075,1.5332587216373457,-4.438384326984922,3.0124496550611846
650000,3.713601837496417,2.042256795727442,-0.21761642741746148,4.986184489442036,-0.058518162501613714,1.5569072004252211,-4.44838432698527,4.87161567301358
660000,3.6712633408507083,2.0685436777655695,-0.21761288068678367,4.986184489442036,-0.049146659147243824,1.618068595021061,-4.42838432698454,4.8878206172131105
670000,3.6113884160839858,2.1078816586390294,-0.21758607369823674,4.986184489442036,-0.09953158391399443,1.5832118631288812,-4.438384326984501,2.8928223344342467
680000,3.7392908468915103,2.0198206146424127,-0.2176220101141199,4.986184489442036,-0.06425915310635667,1.5719601937902195,-4.42838432698452,1.44253082026929
690000,3.655218693741302,2.0765289488330407,-0.21761288068678367,4.986184489442036,-0.09733130625659468,1.6262441269666188,-4.438384326985627,4.73782061721311
700000,3.6642484250072944,2.073694078508759,-0.21761642741746148,4.986184489442036,-0.18435157499051621,1.6831661213922653,-4.44838432698481,1.0061844894449878
710000,3.5419158822707004,2.1470838656621147,-0.21761288068678367,4.986184489442036,-0.21524411772714455,1.6860321945706376,-4.428384326984744,0.9128223344368962
720000,3.6736888469053994,2.070046979714265,-0.21761166314262065,4.986184489442036,-0.1231911530923364,1.6144517645157181,-4.438384326985594,1.0830077855003486
730000,3.607569290780375,2.1089065979732,-0.21761642741746148,4.986184489442036,-0.12391070921738535,1.6376011691456165,-4.452179382786049,2.772737363820291
740000,3.788406500452047,1.985898138272312,-0.21761642741746148,4.986184489442036,0.019106500454321492,1.5012711776839214,-4.4283843269843075,4.787820617213111
750000,3.7472823645878863,2.0150087388874502,-0.21759089680665833,4.986184489442036,-0.057067635409702853,1.6186344782297923,-4.448384326985556,2.712563606660169
760000,3.5348626108583474,2.1540675671106055,-0.21761642741746148,4.986184489442036,-0.18948738913938115,1.7030521988766933,-4.4483843269851056,2.8627373638202913
770000,3.6313929005914387,2.0946174012389873,-0.21761642741746148,4.986184489442036,-0.11708709940619363,1.6434325295149548,-4.432179382785563,2.522737363820293
780000,3.8058188138497777,1.9749870925671476,-0.21761288068678367,4.986184489442036,-0.029871186147751593,1.5294164751283004,-4.422179382784612,1.3661844894456445
790000,3.588305215784188,2.1204721380187097,-0.21761642741746148,4.986184489442036,-0.18231478421339997,1.6753935063043295,-4.432179382785976,1.196184489445696
800000,3.6862065776130346,2.057790058865957,-0.21758607369823674,4.986184489442036,-0.0933834223844046,1.6608459592841915,-4.432179382783215,1.443234486440736
810000,3.6354446941950536,2.090692824739105,-0.21759089680665833,4.986184489442036,-0.08904530580243804,1.6305171335121886,-4.428384326984146,2.432958656162501
820000,3.654052265735093,2.0771892292929284,-0.21759089680665833,4.986184489442036,-0.06442773426240779,1.5770988262187502,-4.428384326984966,1.1561844894456978
830000,3.623004970218934,2.0981211755665226,-0.2176220101141199,4.986184489442036,-0.1328550297784788,1.680126660346085,-4.448384326984009,1.2532344864408769
840000,3.60855840224979,2.1081400056011366,-0.21761288068678367,4.986184489442036,-0.12823159774758955,1.66413293034049,-4.448384326984448,2.4129170479623454
850000,3.706020915754085,2.044098488924003,-0.21761642741746148,4.986184489442036,-0.07849908424327981,1.5690458629739814,-4.438384326984915,2.8825636066601685
860000,3.7569390532639173,2.0127067236923377,-0.21761288068678367,4.986184489442036,-0.015020946733409752,1.5148371904241367,-4.418384326984895,1.5061844894458938
870000,3.6758758655914017,2.0651708484864426,-0.21761166314262065,4.986184489442036,-0.08945413440587116,1.6308966216323006,-4.472179382785893,1.4526238723622251
880000,3.618042835790734,2.102224626700848,-0.21758607369823674,4.986184489442036,-0.1250671642065802,1.6547629170031046,-4.438384326983931,4.787820617213111
890000,3.610357954130115,2.1084773705497932,-0.21761288068678367,4.986184489442036,-0.06428204586714636,1.5341332999690123,-4.4283843269839,1.38249343310033
900000,3.646407563052254,2.0836604129514944,-0.21761642741746148,4.986184489442036,-0.09578243694486394,1.6438163096298246,-4.428384326984362,2.6225308202668405
910000,3.6765354063897018,2.0629374774086293,-0.2176220101141199,4.986184489442036,-0.13122459360747982,1.662591342462026,-4.428384326984293,4.771615673013581
920000,3.604690319179689,2.1102287186250783,-0.21761642741746148,4.986184489442036,-0.18846968081738086,1.7186419853810726,-4.428384326983755,2.642546217511301
930000,3.6277392505829775,2.0941720337895564,-0.21761642741746148,4.986184489442036,-0.11200074941414874,1.6372226375419092,-4.438384326985341,1.362633375770236
940000,3.6813040415118734,2.062264887753774,-0.21761642741746148,4.986184489442036,-0.0809259584852008,1.5988862156608707,-4.4383843269820495,1.176184489446297
950000,3.6909143937167777,2.053862591535702,-0.21761166314262065,4.986184489442036,-0.1304556062803084,1.6325092176686589,-4.43838432698373,2.6127373638202926
960000,3.688475674886379,2.0575231895334634,-0.21761642741746148,4.986184489442036,-0.040984325110650144,1.5261115702847052,-4.428384326984228,2.4527555933326894
970000,3.680712381093323,2.060092353822631,-0.21759089680665833,4.986184489442036,-0.0865876189036123,1.6138937773175628,-4.448384326985297,2.3225636066601703
980000,3.667927000894153,2.070015933677392,-0.2176220101141199,4.986184489442036,-0.13925299910283015,1.6552252090277217,-4.428384326985287,4.72161567301358
990000,3.7557944495572646,2.0082891312203204,-0.2176220101141199,4.986184489442036,-0.08706555043959631,1.5846338422602013,-4.428384326984117,1.1961844894465266
1000000,3.622629073421722,2.0988107583227102,-0.21759089680665833,4.986184489442036,-0.1139609265751808,1.659434084544541,-4.428384326983604,1.4861844894460008
1010000,3.7044783861773265,2.0450041177644476,-0.21759089680665833,4.986184489442036,-0.05390161381949556,1.5993496761754604,-4.428384326983572,4.68782061721311
1020000,3.521829415169328,2.1566910313395913,-0.21759089680665833,4.986184489442036,-0.1619805848274902,1.7620221519956707,-4.428384326984608,4.72161567301358
1030000,3.629535160312525,2.09483758842229,-0.21761642741746148,4.986184489442036,-0.14271483968422188,1.7075816380309499,-4.428384326985242,1.456184489446544
1040000,3.6405990050104275,2.08958286795623,-0.21759089680665833,4.986184489442036,-0.05069099498630104,1.5876742598725129,-4.43838432698523,1.282737363824845
1050000,3.6624190872071902,2.072374655363825,-0.2176220101141199,4.986184489442036,-0.11378091278951911,1.654487614106011,-4.428384326983962,4.8878206172131105
1060000,3.7704744903248395,1.9973093337532355,-0.21759089680665833,4.986184489442036,-0.11979550967171969,1.6303521185437233,-4.4483843269816035,1.1261844894462465
1070000,3.6326467045533963,2.0928466494892306,-0.2176220101141199,4.986184489442036,-0.13626329544320598,1.6518383197474718,-4.428384326983368,1.172551772180121
1080000,3.751641797756542,2.012615846980848,-0.21759089680665833,4.986184489442036,-0.052328202240071495,1.5334499984366001,-4.4383843269815495,2.432917047962346
1090000,3.7415331180869673,2.019300612836097,-0.21761288068678367,4.986184489442036,-0.09590688190949137,1.6149690247657915,-4.438384326983874,1.1461844894469548
1100000,3.643207554550376,2.0830998314163907,-0.21761288068678367,4.986184489442036,-0.17128244544617166,1.7114681687503723,-4.428384326985159,1.5361844894470305
1110000,3.6716988001242483,2.066532491870211,-0.2176220101141199,4.986184489442036,-0.14570119987226798,1.656851382558378,-4.428384326983835,2.152822334434248
1120000,3.756075184862417,2.009843451880181,-0.21761642741746148,4.986184489442036,-0.022164815133965197,1.5934728051277611,-4.458384326983257,1.3432344864422157
1130000,3.671421896469093,2.0688022337504313,-0.2176220101141199,4.986184489442036,-0.03659810352733823,1.6064869028350335,-4.458384326983186,4.837820617213111
1140000,3.7192989433580643,2.0348418249020477,-0.2176220101141199,4.986184489442036,-0.06467105663833783,1.5851503753850977,-4.428384326983764,4.771615673013581
1150000,3.784598371575205,1.9864874066796596,-0.21759089680665833,4.986184489442036,-0.009921628421123012,1.604599217700758,-4.428384326983173,4.771615673013581
1160000,3.690873033318208,2.054956933884081,-0.21759089680665833,4.986184489442036,-0.026296966678191026,1.5973577046246226,-4.482179382785561,4.771615673013581
1170000,3.6437255930377654,2.0863103759027677,-0.21761166314262065,4.986184489442036,0.00025559304134959506,1.549066149068296,-4.428384326983069,1.3628223344395507
1180000,3.6996814131103197,2.0450728572901826,-0.21761288068678367,4.986184489442036,-0.14446858688587286,1.682523507211134,-4.438384326983074,2.342493433096362
1190000,3.7459433707716725,2.0153022985312807,-0.21761642741746148,4.986184489442036,-0.09251662922445655,1.6142244117844888,-4.43838432698435,1.4861844894473668
1200000,3.6666400053927872,2.068716515256993,-0.21761642741746148,4.986184489442036,-0.15969999460339535,1.7140965483811998,-4.4483843269850425,1.2861844894474936
1210000,3.7335800226759956,2.02645826166518,-0.21761288068678367,4.986184489442036,-0.033279977320219874,1.5472880188689115,-4.428384326982976,4.82161567301358
1220000,3.7022638182021366,2.0474729091794104,-0.21761642741746148,4.986184489442036,-0.0841861817939414,1.6179986934900537,-4.428384326980954,2.0326238723583194
1230000,3.6872137511842373,2.0586336439872666,-0.21758607369823674,4.986184489442036,-0.11326624881190776,1.6402592108374436,-4.442179382784016,1.9728223344342477
1240000,3.719952678675423,2.034617492694527,-0.21761166314262065,4.986184489442036,-0.09094732132069541,1.6082498363984983,-4.478384326985004,2.0326238723583194
1250000,3.6440634702665227,2.086763505972595,-0.21761166314262065,4.986184489442036,-0.17267652972955363,1.6801187339287817,-4.432179382785463,2.3730077854970575
1260000,3.863695504903674,1.9293073678943466,-0.21761642741746148,4.986184489442036,0.023265504907652237,1.4726351185807838,-4.428384326980752,2.242546217511301
1270000,3.6494828297299917,2.0809180266433254,-0.21759089680665833,4.986184489442036,-0.13143717026598767,1.6353661041049514,-4.44838432698498,1.3924899138791687
1280000,3.7765011432252935,1.996421596981512,-0.21759839313609602,4.986184489442036,-0.05149885677064074,1.5738280518845407,-4.438384326984969,4.771615673013581
1290000,3.7160375544493203,2.036536733005067,-0.21761288068678367,4.986184489442036,-0.1091924455465572,1.6689734928403208,-4.438384326983443,2.2927206701764846
1300000,3.6661444909383243,2.071901868857972,-0.21761642741746148,4.986184489442036,-0.08608550905749456,1.6358792961129642,-4.432179382783862,1.5161844894478635
1310000,3.7610280747245732,2.007706983617897,-0.21759089680665833,4.986184489442036,-0.032251925271290616,1.592076750243212,-4.448384326982681,4.58161567301358
1320000,3.6851602843321665,2.056511346936652,-0.21761642741746148,4.986184489442036,-0.11316971566371273,1.6206638656450065,-4.432179382783842,2.1824472881225923
1330000,3.6504375870414054,2.0821694203067667,-0.2176220101141199,4.986184489442036,-0.10659241295446832,1.616228827009958,-4.4283843269826235,4.68782061721311
1340000,3.6541544031435094,2.0827401838160724,-0.21759089680665833,4.986184489442036,-0.07397559685223563,1.5891956952752666,-4.428384326980907,1.2061844894480647
1350000,3.7101799338188113,2.043170545384325,-0.21761288068678367,4.986184489442036,-0.05391006617690224,1.5593028299779434,-4.4283843269825285,1.8229170479623442
1360000,3.6425865410944245,2.087695598613427,-0.21761288068678367,4.986184489442036,-0.12962345890130986,1.649786217672559,-4.438384326980309,1.8033615379442782
1370000,3.691585487124232,2.054889890754294,-0.21759839313609602,4.986184489442036,-0.10626451287147756,1.613447832389647,-4.438384326984072,2.1633615379442794
1380000,3.6219458595716323,2.100253342097706,-0.21761642741746148,4.986184489442036,-0.11076414042397016,1.6598075461033617,-4.438384326984057,4.72161567301358
1390000,3.7445678493815495,2.019233855113286,-0.21761166314262065,4.986184489442036,-0.017002150614069306,1.569589265260472,-4.432179382785318,4.68782061721311
1400000,3.762023439457873,2.0060930773754304,-0.21761642741746148,4.986184489442036,-0.057086560537637394,1.581526312436224,-4.428384326983941,4.787820617213111
1410000,3.7158920102006094,2.037610435743591,-0.21758607369823674,4.986184489442036,-0.10588798979491627,1.605846451891994,-4.428384326983153,2.0429586561625004
1420000,3.621643740076855,2.1022885652178687,-0.21761642741746148,4.986184489442036,-0.11021625991871377,1.6267162186784045,-4.438384326982374,1.0826911097169871
1430000,3.6233899836827907,2.0998947899249747,-0.21761642741746148,4.986184489442036,-0.1500200163127837,1.6514436079197954,-4.468384326984795,4.8878206172131105
1440000,3.692929693660413,2.0546202377502376,-0.21761288068678367,4.986184489442036,-0.13307030633495287,1.6487503483688182,-4.422179382782757,4.8878206172131105
1450000,3.6184130763943965,2.101549725096116,-0.2176220101141199,4.986184489442036,-0.15665692360101327,1.6868543834216754,-4.418384326984772,4.837820617213111
1460000,3.6112354833743465,2.103745290573677,-0.21761288068678367,4.986184489442036,-0.17874451662104865,1.6903705469617047,-4.422179382783501,1.2429170479690042
1470000,3.7221660205991656,2.0323818249224,-0.21761642741746148,4.986184489442036,-0.09223397939607655,1.6284560467318436,-4.458384326983019,4.82161567301358
1480000,3.753861736397011,2.0090628807674227,-0.21761288068678367,4.986184489442036,-0.0718982635983194,1.5755072543790938,-4.428384326982103,1.0661844894488475
1490000,3.6767260432128173,2.06589991759907,-0.21761288068678367,4.986184489442036,-0.0975939567825023,1.6006510731514743,-4.428384326982221,1.9729170479623446
1500000,3.5867397749385908,2.122303145679114,-0.2176220101141199,4.986184489442036,-0.12937022505670306,1.6447061198509765,-4.428384326983865,1.5125308202736294
1510000,3.7121396268827334,2.0397640127761507,-0.21761642741746148,4.986184489442036,-0.10387037311244464,1.6103137142813995,-4.428384326984697,1.11618448944887
1520000,3.7444633139117496,2.0166613779570968,-0.21759839313609602,4.986184489442036,-0.05959668608349814,1.5818453577966818,-4.428384326982122,2.0125462175113
1530000,3.6561349446776856,2.080267135005295,-0.21761288068678367,4.986184489442036,-0.06806505531763847,1.5948090622479825,-4.428384326983728,1.376184489448959
1540000,3.594993064681083,2.114863316844411,-0.21761288068678367,4.986184489442036,-0.15615693531408126,1.663630847654343,-4.4383843269828525,1.5661844894490566
1550000,3.7361844041564503,2.0225865368473306,-0.2176220101141199,4.986184489442036,-0.06769559583863442,1.6166460694726181,-4.428384326982836,4.73782061721311
1560000,3.6531415029820566,2.079692975960009,-0.2176220101141199,4.986184489442036,-0.10832849701311106,1.6310180163319699,-4.448384326984641,4.68782061721311
1570000,3.5824807768063023,2.1224103815484314,-0.21761642741746148,4.986184489442036,-0.1807992231887173,1.6899492066061437,-4.428384326981954,1.1761844894491134
1580000,3.670840897873155,2.0651591995194276,-0.21761166314262065,4.986184489442036,-0.09642910212183863,1.6402902379902724,-4.438384326984617,1.8127206701764838
1590000,3.6724052178080506,2.0669353008416014,-0.21761642741746148,4.986184489442036,-0.11293478218680175,1.6799680608671756,-4.438384326983617,4.8878206172131105
1600000,3.5421816960798655,2.145456735334055,-0.21761642741746148,4.986184489442036,-0.1636883039151192,1.7058566619998659,-4.438384326984595,4.837820617213111
1610000,3.676599121776222,2.0648395788670233,-0.2176220101141199,4.986184489442036,-0.12476087821862783,1.6490112604237732,-4.4383843269827095,1.3061844894487624
1620000,3.7857758593273574,1.989009440409316,-0.21761642741746148,4.986184489442036,-0.01055414066752093,1.5870996587636064,-4.452179382782251,4.8878206172131105
1630000,3.766914024215055,2.0010266432556403,-0.21761642741746148,4.986184489442036,-0.09329597577972498,1.6089416966678716,-4.462179382785023,1.086184489449404
1640000,3.705578344272226,2.0446511457759873,-0.21761166314262065,4.986184489442036,-0.12642165572254604,1.6236341879262062,-4.4283843269826155,1.006184489449427
1650000,3.6662852936792625,2.0721028819262597,-0.21761288068678367,4.986184489442036,-0.07380470631551915,1.633183844718378,-4.462179382783068,1.482917047962344
1660000,3.5239544800542726,2.158091546831857,-0.2176220101141199,4.986184489442036,-0.18424551994041283,1.730851295805398,-4.432179382783048,1.526184489449676
1670000,3.650349587011996,2.0813045594739816,-0.2176220101141199,4.986184489442036,-0.028130412982872173,1.541882622291924,-4.432179382783034,2.032440503039721
1680000,3.7360063995179273,2.0254282621121273,-0.21761288068678367,4.986184489442036,-0.08952360047671823,1.5733645835165386,-4.438384326982544,1.5425086627104498
1690000,3.7636353067370885,2.0056921646881403,-0.21761166314262065,4.986184489442036,-0.09857469325755802,1.6401416669363105,-4.43838432698252,4.837820617213111
1700000,3.615308441492247,2.100787148548726,-0.2176220101141199,4.986184489442036,-0.14355155850239218,1.682107646334555,-4.44217938278495,1.2625983674283763
1710000,3.648364933593415,2.0815255438378686,-0.21761288068678367,4.986184489442036,-0.1389350664010525,1.699345434497071,-4.438384326984469,1.4361844894498477
1720000,3.683912066048955,2.0608207894456574,-0.21761642741746148,4.986184489442036,-0.020777933945651285,1.5666993257073691,-4.428384326981502,1.5861844894498112
1730000,3.7195585972835064,2.0332836445842473,-0.21761642741746148,4.986184489442036,-0.044931402711036676,1.6356370212976261,-4.428384326981469,4.49161567301358
1740000,3.6216858586185308,2.0990501277801736,-0.21759839313609602,4.986184489442036,-0.16195414137606168,1.7036972946008924,-4.438384326984444,4.8878206172131105
1750000,3.7289139362821127,2.0294513736318853,-0.21761642741746148,4.986184489442036,-0.0652960637124123,1.5664732576738531,-4.452179382784907,1.1361844894500477
1760000,3.615350696742211,2.103114428360446,-0.21759089680665833,4.986184489442036,-0.07684930325244355,1.5955927130115848,-4.438384326981387,4.82161567301358
1770000,3.7138731127423825,2.0382152317765883,-0.21761166314262065,4.986184489442036,-0.19736688725195778,1.7182777928118926,-4.4383843269844165,4.787820617213111
1780000,3.7792343756385445,1.9933124271673275,-0.21761642741746148,4.986184489442036,-0.035595624355866724,1.5187406542324626,-4.458384326984402,1.4526911097106057
1790000,3.672646969355753,2.0662289674011696,-0.21758607369823674,4.986184489442036,-0.12156303063848818,1.685098462870029,-4.418384326983377,4.67161567301358
1800000,3.527694383691894,2.153029621893732,-0.21761642741746148,4.986184489442036,-0.22265561630247468,1.753835001929079,-4.428384326984382,1.5330077855052915
1810000,3.726401118187481,2.0282989478309914,-0.21759839313609602,4.986184489442036,-0.11999888180665257,1.6346325356492233,-4.428384326981232,1.8229170479623424
1820000,3.697882863143985,2.0494962003003923,-0.21761642741746148,4.986184489442036,-0.15716713685022615,1.6742786588517604,-4.468384326982213,4.787820617213111
1830000,3.786299472233173,1.9890587982900512,-0.2176220101141199,4.986184489442036,-0.08638052776091777,1.5821851603298525,-4.43838432698111,1.3824301375682162
1840000,3.6704427330181613,2.0693360878622813,-0.21758607369823674,4.986184489442036,-0.10640726697607746,1.6023025799499577,-4.438384326981174,1.246184489450438
